InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
562313,22620,4 TRADITIONAL SPINNING TOPS,12,8/4/2011 11:38,1.45,14640,United Kingdom
562313,22752,SET 7 BABUSHKA NESTING BOXES,2,8/4/2011 11:38,8.5,14640,United Kingdom
562339,22084,PAPER CHAIN KIT EMPIRE,1,8/4/2011 11:59,2.95,13571,United Kingdom
562340,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,8/4/2011 12:05,4.15,13985,United Kingdom
562341,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",1,8/4/2011 12:13,0.39,15005,United Kingdom
562345,84976,RECTANGULAR SHAPED MIRROR,24,8/4/2011 12:14,0.79,13694,United Kingdom
562345,22993,SET OF 4 PANTRY JELLY MOULDS,72,8/4/2011 12:14,1.06,13694,United Kingdom
562347,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,8/4/2011 12:22,1.65,13263,United Kingdom
562347,84596L,BISCUITS SMALL BOWL LIGHT BLUE,2,8/4/2011 12:22,0.42,13263,United Kingdom
562348,22197,POPCORN HOLDER,100,8/4/2011 12:36,0.72,17511,United Kingdom
562348,21519,GIN & TONIC DIET GREETING CARD ,72,8/4/2011 12:36,0.36,17511,United Kingdom
562353,23209,LUNCH BAG DOILEY PATTERN ,20,8/4/2011 13:15,1.65,16180,United Kingdom
562353,23231,WRAP DOILEY DESIGN,25,8/4/2011 13:15,0.42,16180,United Kingdom
562354,21394,RED POLKADOT BEAKER ,48,8/4/2011 13:15,0.39,17470,United Kingdom
562365,21823,PAINTED METAL HEART WITH HOLLY BELL,4,8/4/2011 13:51,1.45,14344,United Kingdom
562370,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,8/4/2011 14:20,0.85,12626,Germany
562370,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12,8/4/2011 14:20,2.55,12626,Germany
562371,22672,FRENCH BATHROOM SIGN BLUE METAL,12,8/4/2011 14:30,1.65,13709,United Kingdom
562376,85032D,YULETIDE IMAGES GIFT WRAP SET,12,8/4/2011 15:04,0.65,15254,United Kingdom
562377,84978,HANGING HEART JAR T-LIGHT HOLDER,6,8/4/2011 15:04,1.25,14535,United Kingdom
562377,22383,LUNCH BAG SUKI DESIGN ,2,8/4/2011 15:04,1.65,14535,United Kingdom
562378,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,8/4/2011 15:07,0.85,15046,United Kingdom
562378,22908,PACK OF 20 NAPKINS RED APPLES,2,8/4/2011 15:07,0.85,15046,United Kingdom
562381,23075,PARLOUR CERAMIC WALL HOOK,8,8/4/2011 15:33,4.15,16873,United Kingdom
562388,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,8/4/2011 15:52,4.95,18099,United Kingdom
562389,21915,RED  HARMONICA IN BOX ,12,8/4/2011 15:55,1.25,16531,United Kingdom
562393,22726,ALARM CLOCK BAKELIKE GREEN,8,8/4/2011 16:17,3.75,18172,United Kingdom
562416,23298,SPOTTY BUNTING,3,8/4/2011 16:31,4.95,13969,United Kingdom
562416,23344,JUMBO BAG 50'S CHRISTMAS ,10,8/4/2011 16:31,2.08,13969,United Kingdom
562418,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,8/4/2011 16:34,4.95,16572,United Kingdom
562419,20728,LUNCH BAG CARS BLUE,9,8/4/2011 16:36,1.65,14667,United Kingdom
562421,21402,RED  EGG  SPOON,24,8/4/2011 16:41,0.12,15241,United Kingdom
562427,84875B,GREEN SQUARE COMPACT MIRROR,1,8/4/2011 17:19,1.25,17267,United Kingdom
562427,22427,ENAMEL FLOWER JUG CREAM,2,8/4/2011 17:19,5.95,17267,United Kingdom
562429,22730,ALARM CLOCK BAKELIKE IVORY,12,8/4/2011 17:23,3.75,13767,United Kingdom
562430,85066,CREAM SWEETHEART MINI CHEST,2,8/4/2011 17:26,12.75,18109,United Kingdom
562444,22382,LUNCH BAG SPACEBOY DESIGN ,3,8/4/2011 18:44,1.65,14713,United Kingdom
562450,23176,ABC TREASURE BOOK BOX ,8,8/5/2011 8:40,2.25,12562,France
562453,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,8/5/2011 10:31,1.25,18097,United Kingdom
562455,21231,SWEETHEART CERAMIC TRINKET BOX,12,8/5/2011 10:32,1.25,18097,United Kingdom
562457,22561,WOODEN SCHOOL COLOURING SET,24,8/5/2011 11:00,1.65,18079,United Kingdom
562457,22713,CARD I LOVE LONDON ,12,8/5/2011 11:00,0.42,18079,United Kingdom
562465,84991,60 TEATIME FAIRY CAKE CASES,24,8/5/2011 11:46,0.55,13908,United Kingdom
562467,22469,HEART OF WICKER SMALL,12,8/5/2011 11:50,1.65,13513,United Kingdom
562517,22356,CHARLOTTE BAG PINK POLKADOT,3,8/5/2011 12:27,0.85,15719,United Kingdom
562517,23202,JUMBO BAG VINTAGE LEAF,4,8/5/2011 12:27,2.08,15719,United Kingdom
562517,22383,LUNCH BAG SUKI DESIGN ,3,8/5/2011 12:27,1.65,15719,United Kingdom
562519,47504K,ENGLISH ROSE GARDEN SECATEURS,4,8/5/2011 12:37,0.79,16764,United Kingdom
562526,21621,VINTAGE UNION JACK BUNTING,2,8/5/2011 13:46,8.5,16880,United Kingdom
562528,22423,REGENCY CAKESTAND 3 TIER,1,8/5/2011 13:52,12.75,12610,Italy
562528,22379,RECYCLING BAG RETROSPOT ,5,8/5/2011 13:52,2.1,12610,Italy
562528,21936,RED RETROSPOT PICNIC BAG,5,8/5/2011 13:52,2.95,12610,Italy
562537,21238,RED RETROSPOT CUP,8,8/5/2011 15:02,0.85,12517,Germany
562537,23297,SET 40 HEART SHAPE PETIT FOUR CASES,6,8/5/2011 15:02,1.65,12517,Germany
562537,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,8/5/2011 15:02,2.1,12517,Germany
562540,23232,WRAP VINTAGE LEAF DESIGN,25,8/5/2011 15:38,0.42,17400,United Kingdom
562540,82482,WOODEN PICTURE FRAME WHITE FINISH,2,8/5/2011 15:38,2.55,17400,United Kingdom
562540,22970,LONDON BUS COFFEE MUG,6,8/5/2011 15:38,2.55,17400,United Kingdom
562540,21174,POTTERING IN THE SHED METAL SIGN,3,8/5/2011 15:38,2.08,17400,United Kingdom
562542,22983,CARD BILLBOARD FONT,12,8/5/2011 15:40,0.42,17377,United Kingdom
562549,22467,GUMBALL COAT RACK,12,8/5/2011 16:10,2.55,17092,United Kingdom
562549,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,8/5/2011 16:10,4.15,17092,United Kingdom
562558,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,3,8/5/2011 16:43,1.25,13451,United Kingdom
562560,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,8/5/2011 17:12,2.55,14156,EIRE
562560,21790,VINTAGE SNAP CARDS,4,8/5/2011 17:12,0.85,14156,EIRE
562560,23051,RECYCLED ACAPULCO MAT BLUE,1,8/5/2011 17:12,8.25,14156,EIRE
562569,85049D,BRIGHT BLUES RIBBONS ,2,8/7/2011 12:05,1.25,17323,United Kingdom
562569,23203,JUMBO BAG VINTAGE DOILY ,3,8/7/2011 12:05,2.08,17323,United Kingdom
562570,22606,WOODEN SKITTLES GARDEN SET,2,8/7/2011 12:10,15.95,14079,United Kingdom
562574,22118,JOY WOODEN BLOCK LETTERS,1,8/7/2011 12:42,4.95,14903,United Kingdom
562574,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,8/7/2011 12:42,3.75,14903,United Kingdom
562574,22149,FELTCRAFT 6 FLOWER FRIENDS,2,8/7/2011 12:42,2.1,14903,United Kingdom
562575,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,8/7/2011 12:54,2.95,15411,United Kingdom
562579,23122,PARTY CHARMS 50 PIECES,1,8/7/2011 13:30,0.83,16950,United Kingdom
562579,22507,MEMO BOARD RETROSPOT  DESIGN,4,8/7/2011 13:30,4.95,16950,United Kingdom
562580,22386,JUMBO BAG PINK POLKADOT,10,8/7/2011 13:31,2.08,14024,United Kingdom
562580,85099F,JUMBO BAG STRAWBERRY,10,8/7/2011 13:31,2.08,14024,United Kingdom
562584,22083,PAPER CHAIN KIT RETROSPOT,6,8/7/2011 14:16,2.95,13752,United Kingdom
562587,23201,JUMBO BAG ALPHABET,10,8/7/2011 14:34,2.08,15640,United Kingdom
562587,23306,SET OF 36 DOILIES PANTRY DESIGN,10,8/7/2011 14:34,1.45,15640,United Kingdom
562593,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,4,8/7/2011 15:43,0.65,16549,United Kingdom
562593,23323,WHITE WICKER STAR ,3,8/7/2011 15:43,2.1,16549,United Kingdom
562593,85199S,SMALL HANGING IVORY/RED WOOD BIRD,6,8/7/2011 15:43,0.42,16549,United Kingdom
562593,21071,VINTAGE BILLBOARD DRINK ME MUG,2,8/7/2011 15:43,1.25,16549,United Kingdom
562593,23215,JINGLE BELL HEART ANTIQUE SILVER,6,8/7/2011 15:43,2.08,16549,United Kingdom
562596,23295,SET OF 12 MINI LOAF BAKING CASES,8,8/8/2011 9:22,0.83,16145,United Kingdom
562596,22196,SMALL HEART MEASURING SPOONS,12,8/8/2011 9:22,0.85,16145,United Kingdom
562602,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,8/8/2011 10:11,8.5,12865,Austria
562602,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,8/8/2011 10:11,2.95,12865,Austria
562602,22846,BREAD BIN DINER STYLE RED ,2,8/8/2011 10:11,16.95,12865,Austria
562603,22993,SET OF 4 PANTRY JELLY MOULDS,6,8/8/2011 10:40,1.25,17870,United Kingdom
562608,20728,LUNCH BAG CARS BLUE,10,8/8/2011 11:45,1.65,15502,United Kingdom
562616,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,8/8/2011 12:28,0.85,14748,United Kingdom
562619,22670,FRENCH WC SIGN BLUE METAL,5,8/8/2011 12:34,1.25,15311,United Kingdom
562619,47310M,SMALL POP BOX FUNKY MONKEY,3,8/8/2011 12:34,1.25,15311,United Kingdom
562621,23202,JUMBO BAG VINTAGE LEAF,10,8/8/2011 12:36,2.08,14415,United Kingdom
562670,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,8/8/2011 13:42,4.95,14911,EIRE
562670,22914,BLUE COAT RACK PARIS FASHION,3,8/8/2011 13:42,4.95,14911,EIRE
562670,22979,PANTRY WASHING UP BRUSH,12,8/8/2011 13:42,1.45,14911,EIRE
562670,22716,CARD CIRCUS PARADE,12,8/8/2011 13:42,0.42,14911,EIRE
562688,22147,FELTCRAFT BUTTERFLY HEARTS,4,8/8/2011 13:53,1.45,13869,United Kingdom
562688,22435,SET OF 9 HEART SHAPED BALLOONS,10,8/8/2011 13:53,1.25,13869,United Kingdom
562688,22434,BALLOON PUMP WITH 10 BALLOONS,3,8/8/2011 13:53,1.95,13869,United Kingdom
562688,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,12,8/8/2011 13:53,1.65,13869,United Kingdom
562688,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,8/8/2011 13:53,0.95,13869,United Kingdom
562688,85034A,3 GARDENIA MORRIS BOXED CANDLES,4,8/8/2011 13:53,4.25,13869,United Kingdom
562708,21232,STRAWBERRY CERAMIC TRINKET BOX,4,8/8/2011 14:15,1.25,17085,United Kingdom
562708,22998,TRAVEL CARD WALLET KEEP CALM,8,8/8/2011 14:15,0.42,17085,United Kingdom
562708,21908,CHOCOLATE THIS WAY METAL SIGN,3,8/8/2011 14:15,2.1,17085,United Kingdom
562708,23323,WHITE WICKER STAR ,4,8/8/2011 14:15,2.1,17085,United Kingdom
562711,20727,LUNCH BAG  BLACK SKULL.,1,8/8/2011 14:53,1.65,16788,United Kingdom
562711,20982,12 PENCILS TALL TUBE SKULLS,1,8/8/2011 14:53,0.85,16788,United Kingdom
562716,23206,LUNCH BAG APPLE DESIGN,20,8/8/2011 15:35,1.65,14257,United Kingdom
562716,23209,LUNCH BAG DOILEY PATTERN ,20,8/8/2011 15:35,1.65,14257,United Kingdom
562716,22469,HEART OF WICKER SMALL,12,8/8/2011 15:35,1.65,14257,United Kingdom
562727,23108,SET OF 10 LED DOLLY LIGHTS,4,8/9/2011 9:26,6.25,15601,United Kingdom
562732,21411,GINGHAM HEART  DOORSTOP RED,3,8/9/2011 10:19,4.25,18248,United Kingdom
562767,22424,ENAMEL BREAD BIN CREAM,1,8/9/2011 10:47,12.75,13769,United Kingdom
562768,48184,DOORMAT ENGLISH ROSE ,2,8/9/2011 10:49,7.95,14127,United Kingdom
562779,20979,36 PENCILS TUBE RED RETROSPOT,2,8/9/2011 12:58,1.25,17841,United Kingdom
562779,22978,PANTRY ROLLING PIN,1,8/9/2011 12:58,3.75,17841,United Kingdom
562779,22729,ALARM CLOCK BAKELIKE ORANGE,1,8/9/2011 12:58,3.75,17841,United Kingdom
562784,22423,REGENCY CAKESTAND 3 TIER,2,8/9/2011 13:22,12.75,16791,United Kingdom
562789,21429,RED GINGHAM ROSE JEWELLERY BOX,96,8/9/2011 13:50,1.65,14646,Netherlands
562789,23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,1,8/9/2011 13:50,1.95,14646,Netherlands
562789,23346,SPACEBOY BEAKER,1,8/9/2011 13:50,1.25,14646,Netherlands
562789,22961,JAM MAKING SET PRINTED,96,8/9/2011 13:50,1.25,14646,Netherlands
562792,85212,MINI PAINTED GARDEN DECORATION ,2,8/9/2011 14:18,0.29,17634,United Kingdom
562792,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,10,8/9/2011 14:18,0.39,17634,United Kingdom
562792,84927A,WAKE UP COCKEREL TILE HOOK,6,8/9/2011 14:18,0.39,17634,United Kingdom
562792,22461,SAVOY ART DECO CLOCK,1,8/9/2011 14:18,3.95,17634,United Kingdom
562807,20674,GREEN POLKADOT BOWL,8,8/9/2011 14:57,1.25,16053,United Kingdom
562838,23298,SPOTTY BUNTING,3,8/9/2011 15:59,4.95,13162,United Kingdom
562840,22192,BLUE DINER WALL CLOCK,1,8/9/2011 16:27,8.5,14527,United Kingdom
562849,23547,WRAP FLOWER SHOP  ,25,8/10/2011 9:52,0.42,16700,United Kingdom
562851,17084P,DRAGONS BLOOD INCENSE,25,8/10/2011 10:09,0.21,13117,United Kingdom
562853,21498,RED RETROSPOT WRAP ,25,8/10/2011 10:15,0.42,13919,Denmark
562878,20725,LUNCH BAG RED RETROSPOT,1,8/10/2011 10:45,1.65,16241,United Kingdom
562883,22902,TOTE BAG I LOVE LONDON,3,8/10/2011 11:24,2.1,14056,United Kingdom
562888,22663,JUMBO BAG DOLLY GIRL DESIGN,10,8/10/2011 11:58,2.08,14388,United Kingdom
562890,16169E,WRAP 50'S  CHRISTMAS,25,8/10/2011 12:11,0.42,14191,United Kingdom
562890,21391,FRENCH LAVENDER SCENT HEART,24,8/10/2011 12:11,0.75,14191,United Kingdom
562893,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,8/10/2011 12:25,1.45,17442,United Kingdom
562893,23360,SET 8 CANDLES VINTAGE DOILY,12,8/10/2011 12:25,1.95,17442,United Kingdom
562907,85049G,CHOCOLATE BOX RIBBONS ,12,8/10/2011 12:44,1.25,14116,United Kingdom
562913,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,8/10/2011 13:19,0.42,17042,United Kingdom
562918,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,8/10/2011 13:51,2.55,15615,United Kingdom
562922,84375,SET OF 20 KIDS COOKIE CUTTERS,12,8/10/2011 14:26,2.1,12594,Italy
562926,22682,FRENCH BLUE METAL DOOR SIGN 7,10,8/10/2011 14:55,1.25,17512,United Kingdom
562926,22681,FRENCH BLUE METAL DOOR SIGN 6,10,8/10/2011 14:55,1.25,17512,United Kingdom
562928,22544,MINI JIGSAW SPACEBOY,3,8/10/2011 15:29,0.42,15494,United Kingdom
562928,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,12,8/10/2011 15:29,2.1,15494,United Kingdom
562928,85175,CACTI T-LIGHT CANDLES,32,8/10/2011 15:29,0.42,15494,United Kingdom
562932,21634,ASSORTED MINI MADRAS NOTEBOOK,24,8/10/2011 16:39,0.39,16904,United Kingdom
562932,84429A,MEDIUM PINK BUDDHA HEAD ,1,8/10/2011 16:39,2.95,16904,United Kingdom
562935,23066,SMALL DECO JEWELLERY STAND,5,8/10/2011 17:11,8.25,14156,EIRE
562939,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,12,8/11/2011 8:37,3.25,15498,United Kingdom
562939,23177,TREASURE ISLAND BOOK BOX,8,8/11/2011 8:37,2.25,15498,United Kingdom
562949,47504K,ENGLISH ROSE GARDEN SECATEURS,12,8/11/2011 9:47,0.79,14346,United Kingdom
562949,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,8/11/2011 9:47,5.95,14346,United Kingdom
562960,23189,SET OF 12 FORK CANDLES,6,8/11/2011 10:22,2.89,14911,EIRE
562964,23094,LE GRAND TRAY CHIC SET,1,8/11/2011 10:29,12.5,13488,United Kingdom
562964,22938,CUPCAKE LACE PAPER SET 6,12,8/11/2011 10:29,1.95,13488,United Kingdom
562965,20728,LUNCH BAG CARS BLUE,30,8/11/2011 10:45,1.65,18226,United Kingdom
562968,21889,WOODEN BOX OF DOMINOES,12,8/11/2011 10:55,1.25,14291,United Kingdom
562973,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,144,8/11/2011 11:42,1.06,14911,EIRE
562973,23157,SET OF 6 NATIVITY MAGNETS ,240,8/11/2011 11:42,0,14911,EIRE
562980,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,8/11/2011 11:44,1.65,17686,United Kingdom
562984,22309,TEA COSY RED  STRIPE,1,8/11/2011 11:45,2.55,17841,United Kingdom
562984,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,8/11/2011 11:45,39.95,17841,United Kingdom
562984,22835,HOT WATER BOTTLE I AM SO POORLY,3,8/11/2011 11:45,4.65,17841,United Kingdom
563012,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2,8/11/2011 12:00,2.55,17284,United Kingdom
563016,22568,FELTCRAFT CUSHION OWL,4,8/11/2011 12:44,3.75,15358,United Kingdom
563017,22149,FELTCRAFT 6 FLOWER FRIENDS,6,8/11/2011 12:48,2.1,13198,United Kingdom
563018,23547,WRAP FLOWER SHOP  ,25,8/11/2011 12:53,0.42,13427,United Kingdom
563019,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,8/11/2011 12:58,0.95,17340,United Kingdom
563020,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,48,8/11/2011 12:58,0.42,12428,Finland
563026,22383,LUNCH BAG SUKI DESIGN ,2,8/11/2011 14:04,1.65,15747,United Kingdom
563031,22558,CLOTHES PEGS RETROSPOT PACK 24 ,4,8/11/2011 14:38,1.65,13263,United Kingdom
563035,20985,HEART CALCULATOR,1,8/11/2011 14:54,1.25,17790,United Kingdom
563036,21914,BLUE HARMONICA IN BOX ,12,8/11/2011 14:55,1.25,14868,United Kingdom
563061,85049C,ROMANTIC PINKS RIBBONS ,12,8/11/2011 15:25,1.25,13588,United Kingdom
563062,22200,FRYING PAN PINK POLKADOT,3,8/11/2011 15:25,4.25,17811,United Kingdom
563070,21165,BEWARE OF THE CAT METAL SIGN ,12,8/11/2011 15:34,1.69,14099,United Kingdom
563070,20622,VIP PASSPORT COVER ,5,8/11/2011 15:34,2.1,14099,United Kingdom
563071,23203,JUMBO BAG VINTAGE DOILY ,10,8/11/2011 15:43,2.08,17633,United Kingdom
563073,22619,SET OF 6 SOLDIER SKITTLES,4,8/11/2011 15:56,3.75,18235,United Kingdom
563076,22626,BLACK KITCHEN SCALES,12,8/11/2011 16:12,7.65,14646,Netherlands
563076,23205,CHARLOTTE BAG VINTAGE ALPHABET ,100,8/11/2011 16:12,0.72,14646,Netherlands
563076,21124,SET/10 BLUE POLKADOT PARTY CANDLES,288,8/11/2011 16:12,1.06,14646,Netherlands
563078,23294,SET OF 6 SNACK LOAF BAKING CASES,8,8/11/2011 16:30,0.83,15955,United Kingdom
563089,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,8/11/2011 16:54,0.83,15469,United Kingdom
563094,23156,SET OF 5 MINI GROCERY MAGNETS,1,8/11/2011 17:35,2.08,14525,United Kingdom
563098,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,8/12/2011 9:14,0.55,14911,EIRE
563098,23207,LUNCH BAG ALPHABET DESIGN,10,8/12/2011 9:14,1.65,14911,EIRE
563098,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,8/12/2011 9:14,3.75,14911,EIRE
563099,22507,MEMO BOARD RETROSPOT  DESIGN,8,8/12/2011 9:37,4.95,15689,United Kingdom
563100,22634,CHILDS BREAKFAST SET SPACEBOY ,2,8/12/2011 9:57,9.95,12381,Norway
563103,82494L,WOODEN FRAME ANTIQUE WHITE ,6,8/12/2011 10:08,2.95,13873,United Kingdom
563111,23204,CHARLOTTE BAG APPLES DESIGN,20,8/12/2011 11:08,0.85,15249,United Kingdom
563137,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,8/12/2011 11:22,2.95,14534,United Kingdom
563137,84519B,CARROT CHARLIE+LOLA COASTER SET,1,8/12/2011 11:22,1.25,14534,United Kingdom
563167,35817P,PINK ACRYLIC JEWEL SNOWFLAKE,12,8/12/2011 12:37,0.38,14696,United Kingdom
563169,23296,SET OF 6 TEA TIME BAKING CASES,16,8/12/2011 12:42,1.25,14911,EIRE
563179,21164,HOME SWEET HOME METAL SIGN ,6,8/12/2011 14:19,2.95,12431,Australia
563181,22470,HEART OF WICKER LARGE,6,8/12/2011 14:32,2.95,16612,United Kingdom
563183,22356,CHARLOTTE BAG PINK POLKADOT,10,8/12/2011 14:47,0.85,14110,United Kingdom
563184,22969,HOMEMADE JAM SCENTED CANDLES,12,8/12/2011 14:50,1.45,17516,United Kingdom
563200,23227,FILIGREE HEART BUTTERFLY WHITE ,2,8/14/2011 10:49,1.25,13838,United Kingdom
563200,21899,GARAGE KEY FOB,1,8/14/2011 10:49,0.65,13838,United Kingdom
563206,21929,JUMBO BAG PINK VINTAGE PAISLEY,5,8/14/2011 12:08,2.08,17613,United Kingdom
563209,23282,FOLDING BUTTERFLY MIRROR IVORY ,3,8/14/2011 12:23,0.83,13527,United Kingdom
563209,23332,IVORY WICKER HEART LARGE,6,8/14/2011 12:23,1.65,13527,United Kingdom
563210,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1,8/14/2011 12:27,2.1,16466,United Kingdom
563210,22457,NATURAL SLATE HEART CHALKBOARD ,2,8/14/2011 12:27,2.95,16466,United Kingdom
563214,22667,RECIPE BOX RETROSPOT ,1,8/14/2011 12:56,2.95,16370,United Kingdom
563216,22282,12 EGG HOUSE PAINTED WOOD,1,8/14/2011 13:14,12.75,17841,United Kingdom
563228,23315,IVORY REFECTORY CLOCK,1,8/14/2011 15:34,9.95,17988,United Kingdom
563230,82567,"AIRLINE LOUNGE,METAL SIGN",3,8/14/2011 15:39,2.1,15376,United Kingdom
563238,22685,FRENCH BLUE METAL DOOR SIGN 0,10,8/15/2011 9:59,1.25,15093,United Kingdom
563239,85014A,BLACK/BLUE POLKADOT UMBRELLA,1,8/15/2011 10:02,5.95,15048,United Kingdom
563241,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,8/15/2011 10:22,2.08,12758,Portugal
563245,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,8/15/2011 10:53,2.08,16272,United Kingdom
563245,21930,JUMBO STORAGE BAG SKULLS,10,8/15/2011 10:53,2.08,16272,United Kingdom
563245,84558A,3D DOG PICTURE PLAYING CARDS,1,8/15/2011 10:53,2.95,16272,United Kingdom
563245,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,8/15/2011 10:53,2.08,16272,United Kingdom
563246,15056N,EDWARDIAN PARASOL NATURAL,6,8/15/2011 10:57,5.95,13089,United Kingdom
563246,22090,PAPER BUNTING RETROSPOT,12,8/15/2011 10:57,2.95,13089,United Kingdom
563248,22676,FRENCH BLUE METAL DOOR SIGN 1,3,8/15/2011 11:30,1.25,14702,United Kingdom
563248,20846,ZINC HEART LATTICE T-LIGHT HOLDER,6,8/15/2011 11:30,1.25,14702,United Kingdom
563252,48188,DOORMAT WELCOME PUPPIES,2,8/15/2011 11:59,7.95,17655,United Kingdom
563252,21908,CHOCOLATE THIS WAY METAL SIGN,12,8/15/2011 11:59,2.1,17655,United Kingdom
563253,23154,SET OF 4 JAM JAR MAGNETS,12,8/15/2011 12:04,2.08,15218,United Kingdom
563256,20718,RED RETROSPOT SHOPPER BAG,10,8/15/2011 12:07,1.25,18143,United Kingdom
563257,22804,CANDLEHOLDER PINK HANGING HEART,6,8/15/2011 12:07,2.95,13799,United Kingdom
563257,22055,MINI CAKE STAND  HANGING STRAWBERY,8,8/15/2011 12:07,1.65,13799,United Kingdom
563260,22536,MAGIC DRAWING SLATE PURDEY,24,8/15/2011 12:22,0.42,16668,United Kingdom
563262,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,8/15/2011 12:44,2.1,15311,United Kingdom
563288,23233,WRAP POPPIES  DESIGN,25,8/15/2011 12:53,0.42,12656,France
563300,22668,PINK BABY BUNTING,10,8/15/2011 12:57,2.95,16774,United Kingdom
563333,23118,PARISIENNE JEWELLERY DRAWER ,1,8/15/2011 13:09,7.5,15996,United Kingdom
563345,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,8/15/2011 13:22,0.55,12619,Germany
563347,21790,VINTAGE SNAP CARDS,12,8/15/2011 13:46,0.85,16961,United Kingdom
563348,21908,CHOCOLATE THIS WAY METAL SIGN,12,8/15/2011 13:48,2.1,13078,United Kingdom
563348,22729,ALARM CLOCK BAKELIKE ORANGE,8,8/15/2011 13:48,3.75,13078,United Kingdom
563350,23032,DRAWER KNOB CRACKLE GLAZE IVORY,4,8/15/2011 14:10,1.65,14498,United Kingdom
563351,22680,FRENCH BLUE METAL DOOR SIGN 5,20,8/15/2011 14:17,1.25,16902,United Kingdom
563351,23167,SMALL CERAMIC TOP STORAGE JAR ,48,8/15/2011 14:17,0.83,16902,United Kingdom
563352,22469,HEART OF WICKER SMALL,12,8/15/2011 14:32,1.65,15706,United Kingdom
563354,22417,PACK OF 60 SPACEBOY CAKE CASES,3,8/15/2011 14:35,0.55,15271,United Kingdom
563354,82552,WASHROOM METAL SIGN,1,8/15/2011 14:35,1.45,15271,United Kingdom
563354,22099,CARAVAN SQUARE TISSUE BOX,4,8/15/2011 14:35,0.39,15271,United Kingdom
563354,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,8/15/2011 14:35,0.55,15271,United Kingdom
563360,23198,PANTRY MAGNETIC  SHOPPING LIST,6,8/15/2011 15:06,1.45,15023,United Kingdom
563362,22457,NATURAL SLATE HEART CHALKBOARD ,6,8/15/2011 16:13,2.95,15114,United Kingdom
563364,23306,SET OF 36 DOILIES PANTRY DESIGN,12,8/16/2011 8:39,1.45,14466,United Kingdom
563364,22667,RECIPE BOX RETROSPOT ,6,8/16/2011 8:39,2.95,14466,United Kingdom
563367,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,8/16/2011 8:58,1.25,16133,United Kingdom
563368,23209,LUNCH BAG VINTAGE DOILY ,10,8/16/2011 9:00,1.65,13995,United Kingdom
563369,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,8/16/2011 9:25,1.25,13394,United Kingdom
563370,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,8/16/2011 9:34,4.95,16153,United Kingdom
563371,22556,PLASTERS IN TIN CIRCUS PARADE ,12,8/16/2011 9:39,1.65,14006,United Kingdom
